	15C	15H	26C	26H	27C	27H	28C	28H	29C	29H	2C	2H	4C	4H	
isogroupTR261526_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR261569_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR26158_c0_g1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	
isogroupTR261673_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR261689_c0_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR261691_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR261695_c0_g1	2	0	4	0	1	0	2	4	0	2	0	1	3	1	
isogroupTR261715_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR261739_c1_g1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	
isogroupTR261744_c0_g1	4	4	18	4	6	9	9	3	6	3	15	11	9	6	
isogroupTR261916_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR262003_c0_g1	317	28	233	14	113	117	28	25	28	108	208	123	110	66	
isogroupTR262005_c0_g2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR262068_c0_g1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroupTR262112_c0_g1	0	3	1	1	0	3	0	1	0	0	3	0	1	2	
isogroupTR262116_c0_g1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	
isogroupTR262204_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroupTR262327_c0_g2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	
isogroupTR262331_c0_g2	140	65	83	24	71	48	15	6	58	93	3	5	18	40	
isogroupTR262343_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
isogroupTR262380_c0_g1	1	8	1	3	3	6	4	3	5	1	13	6	2	5	
isogroupTR262476_c0_g1	0	0	1	2	0	0	2	0	2	0	0	2	1	0	
isogroupTR262564_c0_g1	2	2	5	0	5	1	0	0	0	2	0	4	2	2	
isogroupTR262587_c1_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR262633_c0_g1	0	0	0	1	0	0	0	0	1	0	0	1	2	0	
isogroupTR262633_c3_g1	0	1	2	0	1	0	1	0	0	0	1	0	0	0	
isogroupTR262635_c1_g1	6	8	12	1	12	2	1	4	3	6	8	15	10	10	
isogroupTR262648_c2_g1	1	4	17	6	6	1	3	4	1	2	4	3	8	6	
isogroupTR262667_c1_g1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR262727_c0_g1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
isogroupTR262770_c0_g1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	
isogroupTR262784_c0_g1	3	2	3	2	1	1	2	1	2	14	1	4	3	0	
isogroupTR262786_c0_g1	0	1	0	0	4	5	0	2	0	0	0	1	0	0	
isogroupTR262792_c0_g1	1	0	2	1	0	1	1	0	0	0	0	0	0	0	
isogroupTR262806_c1_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroupTR262901_c1_g1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
isogroupTR262921_c0_g2	0	0	3	0	1	2	1	0	0	1	4	0	1	1	
isogroupTR262933_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR262975_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR262991_c0_g1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR262991_c0_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR263005_c0_g1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR263047_c0_g1	10	11	19	12	7	29	9	8	16	23	43	23	18	14	
isogroupTR263053_c0_g1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	
isogroupTR263126_c0_g1	2	6	3	1	9	0	1	1	2	0	8	2	3	4	
isogroupTR263224_c0_g1	50	29	146	46	26	19	32	28	18	24	66	65	46	54	
isogroupTR263265_c0_g1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	
isogroupTR263285_c0_g2	0	0	2	0	0	0	2	0	0	0	0	0	1	0	
isogroupTR263315_c0_g1	3	4	7	3	4	6	2	1	2	4	12	5	12	12	
isogroupTR263338_c0_g1	0	1	2	0	0	0	0	1	1	0	0	1	2	0	
isogroupTR263358_c0_g1	0	2	3	2	3	0	0	0	0	0	1	0	2	1	
isogroupTR263542_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR263546_c0_g1	0	1	1	2	2	0	3	0	3	0	4	1	4	2	
isogroupTR263567_c0_g1	303	140	531	147	165	300	178	223	149	261	507	353	245	184	
isogroupTR263573_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR263606_c0_g1	0	1	2	0	1	0	3	3	3	2	1	0	0	0	
isogroupTR263644_c0_g1	0	0	0	0	1	0	0	0	1	2	1	2	1	0	
isogroupTR263660_c0_g2	0	0	0	0	1	1	2	0	1	0	1	1	2	0	
isogroupTR263746_c0_g1	36	14	70	9	34	34	23	10	8	22	41	22	37	16	
isogroupTR263778_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR263871_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	
isogroupTR263958_c0_g1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	
isogroupTR26395_c0_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroupTR26399_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR264024_c0_g2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroupTR264080_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR264087_c1_g1	0	1	1	2	1	0	3	1	0	0	2	0	5	3	
isogroupTR264100_c0_g1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroupTR264181_c0_g1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	
isogroupTR264219_c1_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR264225_c1_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR264236_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR264244_c0_g1	0	2	11	3	0	0	0	5	1	5	0	0	3	0	
isogroupTR264281_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR2642_c0_g1	2	0	1	0	0	1	0	0	7	11	0	0	1	3	
isogroupTR264357_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR264358_c0_g1	0	0	5	1	2	0	0	0	0	1	1	0	0	1	
isogroupTR264376_c0_g1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	
isogroupTR264396_c0_g2	0	2	0	2	0	0	0	0	0	1	1	0	0	0	
isogroupTR264535_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR264540_c0_g1	1	1	2	0	0	0	1	0	0	1	0	0	1	0	
isogroupTR264562_c0_g1	3	2	10	2	5	1	2	2	2	1	8	6	8	3	
isogroupTR264596_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR264596_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR264600_c0_g1	1	0	2	0	0	0	0	0	0	1	1	0	1	1	
isogroupTR264712_c0_g1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR264756_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR26489_c0_g1	0	0	2	1	0	0	0	0	0	0	0	2	0	0	
isogroupTR264974_c0_g1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	
isogroupTR265083_c0_g2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	
isogroupTR265098_c0_g2	4	0	3	1	4	0	2	1	0	2	0	2	3	3	
isogroupTR265119_c0_g3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroupTR265177_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR265182_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR265182_c1_g1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroupTR265188_c0_g1	195	64	466	101	121	70	168	176	40	166	147	233	220	109	
isogroupTR265375_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR265384_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR265427_c0_g1	1	0	8	2	2	4	3	1	0	6	2	0	7	0	
isogroupTR265443_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR265490_c0_g1	0	0	3	4	1	0	0	0	2	1	0	3	1	1	
isogroupTR265525_c1_g1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR265543_c0_g2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	
isogroupTR265575_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR265580_c0_g1	1	0	5	3	0	1	5	3	1	0	2	3	3	2	
isogroupTR265584_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
isogroupTR265664_c1_g4	75	30	118	27	36	18	16	10	15	17	66	23	50	22	
isogroupTR265740_c0_g1	0	0	0	1	0	1	0	0	0	0	11	4	1	1	
isogroupTR265748_c0_g1	0	0	3	3	0	0	0	2	0	0	2	1	2	0	
isogroupTR265758_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR2658_c0_g1	1	0	0	0	0	0	1	0	0	3	0	1	0	0	
isogroupTR265920_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroupTR265973_c0_g1	0	0	3	0	0	0	0	1	0	1	3	0	0	0	
isogroupTR266034_c0_g1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	
isogroupTR266055_c0_g1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
isogroupTR266119_c0_g1	0	0	1	0	0	0	2	0	0	1	2	0	2	0	
isogroupTR266120_c0_g1	7	5	9	7	7	4	2	1	6	9	6	4	3	0	
isogroupTR266120_c2_g1	1	2	1	1	2	2	0	2	0	0	6	4	3	5	
isogroupTR266180_c0_g1	0	1	0	3	0	1	0	1	0	0	0	1	0	0	
isogroupTR266358_c0_g1	0	1	1	0	0	0	0	0	0	0	2	1	0	1	
isogroupTR266383_c0_g1	1	0	3	1	1	0	0	0	0	0	2	1	1	1	
isogroupTR266460_c0_g1	0	1	3	1	2	0	0	2	0	0	3	1	0	3	
isogroupTR266467_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR266470_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR266475_c0_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR266497_c0_g1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	
isogroupTR266550_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR26665_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroupTR26666_c0_g1	1	0	2	0	0	1	1	0	0	1	0	0	2	5	
isogroupTR266677_c0_g1	0	0	0	0	2	4	0	0	0	2	1	0	0	0	
isogroupTR266722_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
isogroupTR266724_c0_g1	5	9	1	0	4	6	0	0	1	0	1	0	0	0	
isogroupTR266726_c0_g1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	
isogroupTR266808_c0_g1	1	0	0	1	1	0	0	1	0	0	2	0	1	0	
isogroupTR267053_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR267058_c0_g1	2	1	2	0	0	0	0	2	0	3	1	0	0	1	
isogroupTR267118_c0_g1	2	9	19	8	13	5	7	6	1	2	11	14	7	3	
isogroupTR267159_c0_g1	189	78	231	101	131	243	117	128	75	185	278	308	113	157	
isogroupTR267259_c0_g1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	
isogroupTR267261_c0_g1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR267271_c0_g1	10	13	38	11	18	5	17	9	14	18	16	20	16	19	
isogroupTR267341_c0_g1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR267402_c0_g1	582	158	593	167	294	220	158	134	160	428	311	218	239	192	
isogroupTR267438_c0_g1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	
isogroupTR267516_c0_g1	0	0	3	0	1	0	4	0	0	0	3	0	2	2	
isogroupTR267520_c0_g2	1	1	3	0	4	1	2	1	0	2	7	10	0	2	
isogroupTR267544_c0_g1	1	0	0	1	0	0	0	2	0	0	0	0	1	1	
isogroupTR267638_c0_g1	0	0	0	0	0	0	0	0	0	3	1	0	1	0	
isogroupTR26774_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroupTR267761_c0_g1	2	0	3	2	0	3	0	0	0	0	1	1	0	0	
isogroupTR267779_c0_g1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR267779_c1_g1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	
isogroupTR26777_c0_g2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
isogroupTR267826_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR267827_c0_g2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	
isogroupTR267864_c0_g1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
isogroupTR267866_c0_g1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	
isogroupTR267895_c0_g1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR267926_c0_g1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	
isogroupTR267954_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	
isogroupTR268041_c0_g1	0	1	0	0	0	0	0	0	0	0	1	1	5	3	
isogroupTR268041_c0_g2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	
isogroupTR268053_c1_g1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroupTR268060_c0_g1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	
isogroupTR268094_c0_g1	0	12	5	7	11	3	6	4	3	6	17	12	12	8	
isogroupTR268115_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR268214_c0_g1	0	0	0	0	0	0	1	0	0	0	0	2	2	1	
isogroupTR268287_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR268366_c0_g2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR268411_c0_g1	23	2	38	4	5	6	7	11	3	12	21	7	18	5	
isogroupTR268411_c0_g2	0	0	0	0	0	0	0	2	0	0	1	0	0	2	
isogroupTR268475_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR268547_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR268622_c0_g1	2	0	0	1	0	3	0	0	0	0	6	1	4	1	
isogroupTR268705_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	3	
isogroupTR268734_c0_g1	0	2	0	3	1	0	5	2	0	2	1	0	1	4	
isogroupTR268825_c2_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR268844_c0_g1	12	8	37	9	12	20	11	4	9	21	19	13	18	16	
isogroupTR268862_c0_g1	2	1	8	3	1	3	1	1	2	3	4	2	6	2	
isogroupTR268871_c0_g2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR268894_c0_g1	4	0	3	1	0	0	0	1	0	1	0	0	1	0	
isogroupTR268924_c1_g1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	
isogroupTR268936_c0_g1	2	7	3	2	2	1	1	1	0	0	3	0	5	0	
isogroupTR268937_c0_g1	177	120	612	203	137	338	228	240	65	251	193	417	242	326	
isogroupTR268948_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR268986_c0_g1	2	1	9	14	6	4	0	4	0	7	8	4	7	4	
isogroupTR269000_c0_g2	0	0	15	1	0	5	3	3	1	3	3	3	0	0	
isogroupTR269046_c0_g1	24	10	95	14	25	24	22	18	12	36	51	42	42	34	
isogroupTR269074_c0_g1	0	0	0	0	0	0	0	0	2	0	3	1	0	0	
isogroupTR269118_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR269127_c1_g1	241	280	228	103	89	115	81	89	60	154	260	206	59	104	
isogroupTR269162_c0_g1	22	6	34	13	12	13	18	5	4	20	18	18	22	16	
isogroupTR26920_c0_g1	1	2	5	6	0	1	4	0	0	1	0	9	5	2	
isogroupTR269213_c0_g1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	
isogroupTR269288_c1_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR269306_c1_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR269355_c0_g1	312	157	408	73	47	265	114	74	234	164	359	116	214	154	
isogroupTR269366_c0_g1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR269390_c1_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroupTR269434_c0_g1	0	1	0	0	1	0	0	1	0	0	1	0	5	5	
isogroupTR269435_c0_g1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	
isogroupTR269472_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR269479_c0_g1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	
isogroupTR269485_c0_g1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	
isogroupTR269485_c0_g2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR269551_c0_g1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	
isogroupTR269581_c0_g1	8	7	44	9	17	13	10	8	3	8	22	30	8	3	
isogroupTR269582_c0_g1	0	1	4	1	0	0	0	1	0	0	1	1	1	1	
isogroupTR269656_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR269656_c0_g2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	
isogroupTR269706_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroupTR269793_c0_g1	2	0	3	0	0	0	1	0	0	0	0	1	2	0	
isogroupTR269830_c0_g1	801	343	1439	276	210	994	325	277	418	391	622	424	472	303	
isogroupTR269862_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR269871_c0_g1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	
isogroupTR269890_c0_g1	15	4	30	7	20	17	9	2	18	8	43	11	27	7	
isogroupTR269908_c0_g1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	
isogroupTR269914_c0_g1	1	2	5	1	2	0	0	0	0	1	5	1	6	1	
isogroupTR269976_c0_g1	0	4	1	2	6	0	2	2	4	0	1	0	4	0	
isogroupTR269997_c0_g1	30	19	49	11	8	13	11	6	4	18	7	14	28	12	
isogroupTR270100_c0_g1	2	1	4	1	1	2	0	5	1	3	1	3	1	0	
isogroupTR270108_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR270132_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR270143_c0_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR270151_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR270204_c0_g1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	
isogroupTR270249_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
isogroupTR270254_c0_g1	1	0	2	0	1	0	0	0	0	1	1	0	2	0	
isogroupTR270286_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroupTR270328_c0_g1	0	0	1	0	1	1	0	0	2	1	1	1	2	1	
isogroupTR27032_c0_g1	0	0	5	1	1	0	0	1	0	1	0	6	3	2	
isogroupTR270370_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroupTR270380_c0_g1	21	4	30	10	11	49	7	10	17	8	30	22	13	19	
isogroupTR270387_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR270397_c1_g1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
isogroupTR270422_c0_g1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	
isogroupTR270430_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR27044_c0_g1	16	3	26	4	2	0	5	2	2	9	9	3	7	3	
isogroupTR270458_c1_g1	2	0	5	1	2	1	2	5	0	0	1	6	0	1	
isogroupTR270475_c0_g1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	
isogroupTR270551_c1_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR270615_c0_g1	0	20	0	14	27	0	31	0	37	0	40	0	61	19	
isogroupTR270675_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR270699_c1_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR270824_c0_g1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR270825_c0_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR270969_c0_g1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	
isogroupTR270980_c0_g1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
isogroupTR270995_c0_g1	1	0	1	0	0	1	0	0	0	0	2	0	0	1	
isogroupTR271060_c0_g1	86	48	121	45	69	185	46	61	55	61	110	106	85	51	
isogroupTR271154_c0_g1	3	4	0	0	0	26	0	0	3	7	3	0	0	3	
isogroupTR271159_c0_g1	7	0	4	1	1	1	1	0	1	4	1	4	3	0	
isogroupTR271166_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR271177_c0_g1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	
isogroupTR271239_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroupTR271274_c0_g1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
isogroupTR271285_c0_g2	6	1	3	3	1	2	4	2	2	1	3	1	5	6	
isogroupTR271310_c2_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR271366_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR271405_c0_g1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR271426_c0_g1	3	1	3	2	1	4	1	0	1	1	3	2	2	2	
isogroupTR271569_c1_g1	2	2	3	5	0	0	0	0	0	1	2	0	1	2	
isogroupTR271612_c1_g1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
isogroupTR271648_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroupTR271781_c0_g2	2	5	21	4	3	6	1	1	0	10	7	3	3	3	
isogroupTR271791_c0_g1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
isogroupTR271817_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR271830_c0_g1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	
isogroupTR27184_c0_g1	12	7	36	8	14	12	14	9	1	20	28	29	19	14	
isogroupTR271871_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR271901_c0_g1	1	3	6	1	1	0	0	0	0	1	9	2	4	2	
isogroupTR271916_c1_g1	1	0	1	0	2	0	0	1	0	2	0	0	0	0	
isogroupTR271966_c1_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroupTR272005_c0_g1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	
isogroupTR272041_c0_g1	0	1	0	0	0	1	0	0	1	0	1	2	0	1	
isogroupTR272073_c0_g1	3	4	16	3	2	11	3	0	4	2	5	0	3	0	
isogroupTR272115_c0_g1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	
isogroupTR272221_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR272230_c0_g1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR272234_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroupTR272280_c1_g1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR272315_c0_g1	0	0	1	1	2	0	1	0	1	2	1	0	0	2	
isogroupTR272403_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR272473_c0_g1	0	0	2	1	2	1	0	0	2	3	5	4	0	0	
isogroupTR272572_c0_g2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	
isogroupTR272597_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR272613_c0_g1	0	1	4	2	2	7	2	0	2	0	7	4	5	1	
isogroupTR272678_c1_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR272720_c0_g2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR272721_c0_g2	0	0	0	1	0	0	0	1	0	0	1	0	2	1	
isogroupTR272725_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR272800_c0_g1	0	0	0	2	0	0	0	1	2	0	0	2	2	1	
isogroupTR272843_c0_g1	2	0	0	0	0	0	0	0	1	4	0	0	6	1	
isogroupTR272854_c1_g1	3	7	1	2	0	3	2	3	4	2	2	2	0	3	
isogroupTR272891_c0_g1	0	2	0	0	0	0	3	0	0	0	2	1	1	0	
isogroupTR272896_c1_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR272902_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR272979_c0_g1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	
isogroupTR272982_c0_g1	2	2	6	2	1	1	0	0	1	1	3	2	4	2	
isogroupTR272988_c1_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR272994_c0_g1	4	1	3	1	0	3	1	0	1	3	4	2	3	1	
isogroupTR273037_c0_g1	0	0	2	1	1	1	0	0	0	0	1	0	0	0	
isogroupTR273080_c0_g1	5	1	27	3	5	0	5	4	8	4	3	6	7	11	
isogroupTR273097_c0_g1	0	2	13	2	7	2	2	3	2	7	5	3	8	2	
isogroupTR273162_c0_g1	0	1	0	0	0	2	0	0	1	0	0	0	1	1	
isogroupTR273182_c2_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR273190_c1_g1	0	0	4	1	1	0	1	1	0	1	0	1	2	0	
isogroupTR273192_c0_g1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR273206_c1_g1	0	1	1	8	5	1	3	1	6	1	3	1	3	6	
isogroupTR273210_c0_g1	1	1	5	0	0	0	0	0	0	2	1	1	0	0	
isogroupTR273247_c1_g1	0	0	0	0	0	0	1	0	0	0	2	2	0	1	
isogroupTR273280_c0_g1	0	0	1	0	0	0	0	0	0	1	0	0	1	2	
isogroupTR2732_c0_g1	0	1	1	1	1	3	0	0	0	1	1	0	0	0	
isogroupTR273305_c0_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR273354_c0_g1	0	2	5	0	3	2	2	0	1	1	2	6	0	1	
isogroupTR273365_c1_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR273411_c0_g2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
